calling_component_name,calling_component_type,app_name,app_owner,called_component_name,called_component_type,instance
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP01044,ASSEMBLER,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PHSDSCT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PLCDSCT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",COTBNTRY,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCTDSCT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSCT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PHRDSCT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSBDSECT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PHBDSECT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSADSECT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSAFORMS,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PBFDSECT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PBFFORMS,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PAXDSECT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PIFDSECT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",COVCON,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",FRMDSCT,FILE,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00100,ASSEMBLER,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDMSG,ASM_COPYBOOK,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXFORMS,ASM_COPYBOOK,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPHASE,ASM_COPYBOOK,Columbus
UP00020,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPOLCO,COPYBOOK,Columbus
UP00021,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00021,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UA00021,ASM_COPYBOOK,Columbus
UP00021,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",INODSCT,FILE,Columbus
UP00021,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PDTDSCT,FILE,Columbus
UP00021,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",AFRDSCT,FILE,Columbus
UP00021,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NP10030,ASSEMBLER,Columbus
UP00021,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDINOIN,ASM_COPYBOOK,Columbus
UP00021,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDAFREC,ASM_COPYBOOK,Columbus
UP00022,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00022,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UA00022,ASM_COPYBOOK,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UA00025,ASM_COPYBOOK,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSCT,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCODSCT,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP0009X,ASSEMBLER,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCTDSCT,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00100,ASSEMBLER,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PHRDSCT,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSBDSCT,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PVASB1,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PAGDSCT,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PANDSCT,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PAADSCT,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PAPNAFLD,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PAPSEQ,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",AGTABLE,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP01044,ASSEMBLER,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PNTRTBL,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MOPDSCT,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NP10030,ASSEMBLER,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPX1050,ASSEMBLER,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",INTINFO,FILE,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDMSG,ASM_COPYBOOK,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DSCINT,ASM_COPYBOOK,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDXI1050,ASM_COPYBOOK,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDINOIN,ASM_COPYBOOK,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPNTRS,ASM_COPYBOOK,Columbus
UP00025,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDOPTS,ASM_COPYBOOK,Columbus
UP00026,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00026,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UA00026,ASM_COPYBOOK,Columbus
UP00026,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PHRDSCT,FILE,Columbus
UP00026,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PANDSCT,FILE,Columbus
UP00026,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PAADSCT,FILE,Columbus
UP00026,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PAGDSCT,FILE,Columbus
UP00026,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PDSDSCT,FILE,Columbus
UP00026,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSCT,FILE,Columbus
UP00026,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCTDSCT,FILE,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCTDSCT,FILE,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PVADSECT,FILE,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TPDSECT,FILE,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PREMDSCT,FILE,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSECT,FILE,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCODSECT,FILE,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSRDSECT,FILE,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSBDSECT,FILE,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",RCBDSECT,FILE,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00022,ASSEMBLER,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00100,ASSEMBLER,Columbus
UP00027,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDMSG,ASM_COPYBOOK,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UA00028,ASM_COPYBOOK,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPNTRS,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCODSCT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BBVDSCT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BBCDSCT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BBCHIAGE,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BBCDURN1,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PDTDSCT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CMPVALUE,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",INODSCT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BCHDSCT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BCH1AOD,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCTDSCT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",INOINFO,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",INTTBL,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MOPDSCT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSCT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BBKDSECT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSRDSECT,FILE,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NP10030,ASSEMBLER,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00029,ASSEMBLER,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP01044,ASSEMBLER,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CMUTINFO,ASM_COPYBOOK,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPNTRS,ASM_COPYBOOK,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDPDRREC,ASM_COPYBOOK,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDINOIN,ASM_COPYBOOK,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CDINT,ASM_COPYBOOK,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CRBENCH,ASM_COPYBOOK,Columbus
UP00028,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDOPTS,ASM_COPYBOOK,Columbus
UP00029,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00029,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UA00029,ASM_COPYBOOK,Columbus
UP00029,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CMUTPRMS,FILE,Columbus
UP00029,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00066,ASSEMBLER,Columbus
UP00029,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",VUNIT,FILE,Columbus
UP00029,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CMTTBL,FILE,Columbus
UP00029,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CALCSINF,ASM_COPYBOOK,Columbus
UP00029,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CMUTINFO,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPNTRS,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",INOINFO,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BCHDSCT,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",INTDSCT,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP01044,ASSEMBLER,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCTDSECT,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSECT,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PVADSECT,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UPHDSECT,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCODSECT,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ATRAILER,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MRTDSCT,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CPDC30,COBOL,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00028,ASSEMBLER,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",VPUPA,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PNTRY,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00031,ASSEMBLER,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",RCBDSECT,FILE,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00100,ASSEMBLER,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDMSG,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDCFDT,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UD00002,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",FRONTX,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CDREAR00,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CDREARXX,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDPDRREC,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXNFF,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPOSIT,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXUEXIT,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXAGEDR,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPHASE,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPNTRS,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDINOIN,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CRBENCH,ASM_COPYBOOK,Columbus
UP00030,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CDINT,ASM_COPYBOOK,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UA00031,ASM_COPYBOOK,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",RCBDSECT,FILE,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSECT,FILE,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCODSECT,FILE,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCTDSECT,FILE,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMLNGTH,FILE,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ATRAILER,FILE,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPRDSECT,FILE,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSRDSECT,FILE,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",ZTRAILER,FILE,Columbus
UP00031,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PMTRLR,COPYBOOK,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UA00037,ASM_COPYBOOK,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP01044,ASSEMBLER,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSECT,FILE,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",INOINFO,FILE,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PVADSECT,FILE,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCODSECT,FILE,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PNTRY,FILE,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DRDIVRAT,FILE,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NP10030,ASSEMBLER,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDINOIN,ASM_COPYBOOK,Columbus
UP00037,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPHASE,ASM_COPYBOOK,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UA00040,ASM_COPYBOOK,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPNTRS,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDOPTS,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSCT,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PVADSCT,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCODSCT,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPGDSCT,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",CHGDSCT,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCTDSCT,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00111,ASSEMBLER,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSRTBLDS,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSRDSECT,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PGPDSCT,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00041,ASSEMBLER,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",RNLDSCT,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PVASB1,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",RNLPRMSL,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NP10030,ASSEMBLER,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MRTDSEC,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MRTPREM1,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NP12480,ASSEMBLER,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PU0DSEC,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PRTDSECT,FILE,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDINOIN,ASM_COPYBOOK,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDINSIN,ASM_COPYBOOK,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXRNLS,COPYBOOK,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPNTRS,ASM_COPYBOOK,Columbus
UP00040,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NDOPTS,ASM_COPYBOOK,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UA00041,ASM_COPYBOOK,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP01044,ASSEMBLER,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PNTRDSCT,FILE,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",RENEWALS+2,FILE,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",RNLPRMSB,FILE,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MMPELEM,FILE,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",RNLDSCT,FILE,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MTMDPRMA,ASM_COPYBOOK,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXRNLS,COPYBOOK,Columbus
UP00041,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDXPNTRS,ASM_COPYBOOK,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",TXCOPY,COPYBOOK,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00111,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCTDSECT,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPLDSECT,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PVADSECT,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PDSDSECT,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPRINFO,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0790,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA07PR,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PFSDSECT,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PNIDSECT,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0700,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DGPTABLE,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0740,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PVASBTYP,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MDPREMP,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MMPELEM,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PVASB1,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",BRSDSEC,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",MORTREAD,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PCODSEC,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NSPCALC ,COBOL,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DXI0000,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPX1030,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PPRDSEC,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DPA0545,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",PSRDSEC,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",INTTBL,FILE,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",NP10030,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UP00100,ASSEMBLER,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",UDMSG,ASM_COPYBOOK,Columbus
UP00050,ASSEMBLER,Life 70 - Underwriting,"Hutto, Amy",DDPR0740,ASM_COPYBOOK,Columbus
