calling_component_name,called_component_type,application_name,application_owner,instance
CPCO0322,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0330,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0340,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0345,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0350,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0352,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0355,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0360,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0361,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0362,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0363,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0370,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0380,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0390,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0391,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0392,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0395,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0397,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0400,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0401,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0402,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0403,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0404,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0405,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0406,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0407,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0408,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0409,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0410,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0411,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0415,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0416,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0417,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0420,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0421,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0422,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0425,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0426,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0427,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0430,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0431,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0432,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0435,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0436,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0437,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0440,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0441,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0442,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0444,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0445,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0446,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0447,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0448,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0449,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0450,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0451,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0452,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0455,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0456,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO046A,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0460,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0461,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0462,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0463,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0464,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0465,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0466,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0467,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0468,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0469,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0470,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0471,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0472,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0473,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0474,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0475,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0480,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0481,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0482,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0483,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0484,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0490,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0491,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0492,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0493,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0494,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0495,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0496,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0497,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0499,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0500,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0505,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0507,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0510,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0511,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0512,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0515,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO052A,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO052I,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0520,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0522,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0524,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0525,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0526,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0527,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0530,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0535,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0540,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0545,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0550,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0560,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0570,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0575,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0580,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0585,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0590,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0595,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0600,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0605,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0610,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0620,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0630,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0635,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0640,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0650,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0652,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0655,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0658,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0660,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0670,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0674,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0675,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0676,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0677,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0678,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0679,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0680,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0681,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0682,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0690,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0695,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0700,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0710,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0715,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0720,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0730,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0740,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0750,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0755,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0760,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0765,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0770,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0775,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0780,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0790,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0795,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0800,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0810,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0820,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0830,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0835,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0840,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0850,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0860,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0870,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0875,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0880,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0890,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0900,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0902,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0905,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0910,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0915,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0930,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0940,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0945,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0950,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0951,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0952,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0955,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0960,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0970,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0975,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0980,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0985,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0990,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0995,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0996,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCO0997,COBOL,Policy Remarks,"Hutto, Amy",Newyork
POCO4700,COBOL,Omega Reissues,"Hutto, Amy",Newyork
PRCO9900,COBOL,Rerates,"Hutto, Amy",Newyork
PCCO0151,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCO0152,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCO0153,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCO0154,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
POCO4500,COBOL,Omega Reissues,"Hutto, Amy",Newyork
PCABB010,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
POCO4800,COBOL,Omega Reissues,"Hutto, Amy",Newyork
NPCO0160,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NBCO5110,COBOL,Batch Trac,"Hutto, Amy",Newyork
NBCO5101,COBOL,Batch Trac,"Hutto, Amy",Newyork
PCAOC231,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
CPCO6000,COBOL,Policy Remarks,"Hutto, Amy",Newyork
NBCO0020,COBOL,Batch Trac,"Hutto, Amy",Newyork
NBCO3830,COBOL,Batch Trac,"Hutto, Amy",Newyork
NPCO0010,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NPCO0015,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NPCO0020,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NPCO0022,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NPCO0024,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NPCO0030,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NPCO0031,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NPCO0040,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NPCO0045,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NPCO0425,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NPCO0700,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NP10030X,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NP11002X,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
NVCO0310,COBOL,Conversions (Cycle J IV - TracJ),"Hutto, Amy",Newyork
NVCO0320,COBOL,Conversions (Cycle J IV - TracJ),"Hutto, Amy",Newyork
PMCOP120,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
POCO5000,COBOL,Omega Reissues,"Hutto, Amy",Newyork
PMCCNAV0,COPYBOOK,Policy Master Record Inquiry,"Hutto, Amy",Newyork
PMCCNAV1,COPYBOOK,Policy Master Record Inquiry,"Hutto, Amy",Newyork
PMCBNAV0,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
CORRTRK,COPYBOOK,Conversions (Cycle J IV - TracJ),"Hutto, Amy",Newyork
CORRDSK,COPYBOOK,Conversions (Cycle J IV - TracJ),"Hutto, Amy",Newyork
NP11SGM,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
CPCCP002,COPYBOOK,Policy Remarks,"Hutto, Amy",Newyork
CPCCP001,COPYBOOK,Policy Remarks,"Hutto, Amy",Newyork
CPCCP060,COPYBOOK,Policy Remarks,"Hutto, Amy",Newyork
NP00020X,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
POCON065,COBOL,Omega Reissues,"Hutto, Amy",Newyork
PMTRLRCO,COPYBOOK,Policy Master Record Inquiry,"Hutto, Amy",Newyork
CPCO0050,COBOL,Policy Remarks,"Hutto, Amy",Newyork
APPSABNW,DCLGEN,Actuarial,"Hutto, Amy",Newyork
APPSABNC,DCLGEN,Actuarial,"Hutto, Amy",Newyork
NFCCNAV0,COPYBOOK,New Business Scorecard,"Hutto, Amy",Newyork
NFCCNAV1,COPYBOOK,New Business Scorecard,"Hutto, Amy",Newyork
NFCBNAV0,COBOL,New Business Scorecard,"Hutto, Amy",Newyork
PCCB0405,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
NCMCCORR,COPYBOOK,New Business Scorecard,"Hutto, Amy",Newyork
PE51LOBM,COPYBOOK,Policy Exceptions,"Hutto, Amy",Newyork
PE51LOBA,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
NPCB0401,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
PMABDEB0,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
NP00020,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
PMCONAV0,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
PCAOR010,COPYBOOK,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
NPPSTTBL,COPYBOOK,Life 70 - Underwriting,"Hutto, Amy",Newyork
PCCB0409,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0407,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PE51LOB,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
PMCC0130,COPYBOOK,Policy Master Record Inquiry,"Hutto, Amy",Newyork
POCC8000,COPYBOOK,Omega Reissues,"Hutto, Amy",Newyork
POCU8000,COBOL,Omega Reissues,"Hutto, Amy",Newyork
COCCL077,COPYBOOK,Conversions (Cycle J IV - TracJ),"Hutto, Amy",Newyork
POCOS169,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCOS10A,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCO0200,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCOS099,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCOS16F,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCOS16E,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCOGE01,COBOL,Omega Reissues,"Hutto, Amy",Newyork
PPCC8200,COPYBOOK,Policy Pages,"Hutto, Amy",Newyork
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",Newyork
PRCCMISC,COPYBOOK,Rerates,"Hutto, Amy",Newyork
PRCCMPRE,COPYBOOK,Rerates,"Hutto, Amy",Newyork
PRCCPLAN,COPYBOOK,Rerates,"Hutto, Amy",Newyork
PRCCPPRM,COPYBOOK,Rerates,"Hutto, Amy",Newyork
POCON001,COBOL,Omega Reissues,"Hutto, Amy",Newyork
CPCB3004,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB3005,COBOL,Policy Remarks,"Hutto, Amy",Newyork
APECE100,EZPLUS,Actuarial,"Hutto, Amy",Newyork
PE10SPX,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
PE15X,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
PE20SPX,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
PE25X,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
PE22X,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
PE23SPX,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
APECE300,EZPLUS,Actuarial,"Hutto, Amy",Newyork
PE10X,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
PE20X,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
PE23X,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
PE40X,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
PE50X,COBOL,Policy Exceptions,"Hutto, Amy",Newyork
ARRA0100,COBOL,Actuarial,"Hutto, Amy",Newyork
ARSCC015,COBOL,Actuarial,"Hutto, Amy",Newyork
TCPDATA,CONTROL_CARD,Policy Remarks,"Hutto, Amy",Newyork
ARSCC230,COBOL,Actuarial,"Hutto, Amy",Newyork
ARSCC701,COBOL,Actuarial,"Hutto, Amy",Newyork
ARSCE102,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE020,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE025,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCC028,COBOL,Actuarial,"Hutto, Amy",Newyork
ARSCE188,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE121,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE134,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE136,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE138,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE141,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE151,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARCB0600,COBOL,Actuarial,"Hutto, Amy",Newyork
AREB0620,EZPLUS,Actuarial,"Hutto, Amy",Newyork
AREB0350,EZPLUS,Actuarial,"Hutto, Amy",Newyork
AREB0360,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE010,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE030,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE035,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE050,EZPLUS,Actuarial,"Hutto, Amy",Newyork
AVEB0010,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCC103,COBOL,Actuarial,"Hutto, Amy",Newyork
ARSCC104,COBOL,Actuarial,"Hutto, Amy",Newyork
ARSCC105,COBOL,Actuarial,"Hutto, Amy",Newyork
ARSCC106,COBOL,Actuarial,"Hutto, Amy",Newyork
ARSCE451,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARSCE452,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ATAB0100,COBOL,Actuarial,"Hutto, Amy",Newyork
ATCB0300,COBOL,Actuarial,"Hutto, Amy",Newyork
ATCB0310,COBOL,Actuarial,"Hutto, Amy",Newyork
ATCB0320,COBOL,Actuarial,"Hutto, Amy",Newyork
ATCB0330,COBOL,Actuarial,"Hutto, Amy",Newyork
AREB0130,EZPLUS,Actuarial,"Hutto, Amy",Newyork
AVEB0020,EZPLUS,Actuarial,"Hutto, Amy",Newyork
ARVE0300,EZPLUS,Actuarial,"Hutto, Amy",Newyork
AXCU0015,COBOL,Actuarial,"Hutto, Amy",Newyork
NB15X,COBOL,Batch Trac,"Hutto, Amy",Newyork
PCCB0130,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PLEB0070,COBOL,Omega Lit,"Hutto, Amy",Newyork
DATECARD,CONTROL_CARD,Actuarial,"Hutto, Amy",Newyork
CPCB7160,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB5002,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPEB5004,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0710,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPEB0010,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPCB0174,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0176,COBOL,Policy Remarks,"Hutto, Amy",Newyork
NVCB4020,COBOL,Conversions (Cycle J IV - TracJ),"Hutto, Amy",Newyork
NVCB4030,COBOL,Conversions (Cycle J IV - TracJ),"Hutto, Amy",Newyork
NVCB4010,COBOL,Conversions (Cycle J IV - TracJ),"Hutto, Amy",Newyork
CPCB0052,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0688,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0695,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPEB0780,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPEB0200,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPEB0700,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPCB2190,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPEB1791,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPCB0134,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0136,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0799,COBOL,Policy Remarks,"Hutto, Amy",Newyork
NPCB0899,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
CPCB7065,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CCPFT200,CONTROL_CARD,Policy Remarks,"Hutto, Amy",Newyork
CCPST198,CONTROL_CARD,Policy Remarks,"Hutto, Amy",Newyork
CPEB0185,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPEB0020,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPEB0030,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPEB0110,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPCB0148,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0152,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0851,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0856,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0172,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPEB0161,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPCB0895,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0440,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0450,COBOL,Policy Remarks,"Hutto, Amy",Newyork
PCCB8499,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
CPCB0614,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0612,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0273,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0276,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB2054,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB2053,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB2056,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0262,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0275,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB0257,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPEB0258,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPEB1041,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
CPCB0859,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB2105,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB2115,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB7001,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB8500,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB8530,COBOL,Policy Remarks,"Hutto, Amy",Newyork
CPCB8510,COBOL,Policy Remarks,"Hutto, Amy",Newyork
